image_path,class_name,confidence,x_center,y_center,width,height
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_173.jpg,dog,0.55585796,259.56448,175.61037,459.73605,245.17648
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_174.jpg,dog,0.83466583,178.40416,305.87024,282.42886,370.77246
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_175.jpg,dog,0.8859186,307.13385,227.92061,368.6011,204.04391
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_176.jpg,dog,0.7041341,304.30267,252.48131,372.34744,208.16965
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_177.jpg,dog,0.839733,268.3682,173.44426,460.63297,303.13528
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_178.jpg,dog,0.8404086,290.81876,164.19696,157.547,328.39392
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_179.jpg,dog,0.8357655,245.40317,229.27731,190.8841,278.99957
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_18.jpg,dog,0.47225353,250.55528,193.98666,205.90054,346.914
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_180.jpg,dog,0.4578902,256.7932,181.92278,321.41324,242.48276
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_181.jpg,dog,0.7014935,258.87067,191.43587,456.4894,356.12613
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_182.jpg,dog,0.68060505,170.25826,266.27295,330.15213,327.06082
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_183.jpg,dog,0.5369769,188.62035,169.46408,366.29678,312.32947
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_184.jpg,dog,0.8093529,205.5077,334.63205,256.9846,322.31372
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_185.jpg,dog,0.9043776,231.66074,132.92816,182.14265,203.12271
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_186.jpg,dog,0.75638163,212.40884,200.2569,104.37578,122.47986
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_186.jpg,dog,0.5959274,137.46663,215.6661,260.65097,154.46223
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_187.jpg,dog,0.91112804,207.58829,259.3309,365.63068,282.52344
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_188.jpg,dog,0.5154523,345.29218,141.82738,287.83838,277.40512
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_189.jpg,dog,0.57906455,240.89525,193.6193,466.87753,286.2713
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_190.jpg,dog,0.71300054,321.89154,206.5187,356.2169,323.6463
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_191.jpg,cat,0.48026884,103.48993,244.44705,198.79626,83.56435
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_191.jpg,dog,0.37511218,347.8406,207.76389,304.0504,219.70825
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_192.jpg,dog,0.5974561,250.88928,162.27238,489.00885,276.24472
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_193.jpg,dog,0.72779685,176.50185,102.63966,311.04135,200.5838
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_194.jpg,dog,0.78774375,158.97632,257.63034,313.24023,436.5841
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_195.jpg,dog,0.5815422,163.23808,249.04967,319.30075,493.31662
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_196.jpg,dog,0.51720554,482.43378,192.39487,34.302826,52.30037
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_197.jpg,dog,0.84180987,282.59753,307.27383,62.078796,97.61542
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_198.jpg,dog,0.6183962,182.3017,169.32112,275.02008,302.09244
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_199.jpg,dog,0.7376683,331.29697,163.88258,328.09003,326.9965
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_2.jpg,dog,0.850823,198.72491,184.0404,391.4682,274.94305
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_20.jpg,dog,0.36176965,248.06285,198.23994,187.36917,319.05032
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_200.jpg,dog,0.69690824,247.34358,174.74785,276.66324,285.9766
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_21.jpg,dog,0.7915038,264.08066,169.96933,319.90845,322.80353
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_22.jpg,dog,0.6560544,249.6036,256.8818,389.41736,473.95663
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_23.jpg,dog,0.35416973,238.54984,250.64972,450.38904,490.58136
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_24.jpg,dog,0.8834049,225.36275,171.83339,242.57968,289.8478
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_25.jpg,dog,0.8536171,255.19104,307.5239,231.8351,293.08002
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_26.jpg,dog,0.6152671,144.16504,231.61914,221.379,258.33344
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_27.jpg,dog,0.815865,226.59583,254.54395,368.0423,381.78528
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_28.jpg,dog,0.69214123,187.78682,194.45427,223.22537,166.51443
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_29.jpg,dog,0.64836186,182.56256,192.16605,337.06403,308.53717
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_3.jpg,dog,0.7302681,236.83739,220.64314,373.25656,374.72458
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_30.jpg,dog,0.66213155,235.67828,131.91853,401.86798,188.95709
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_31.jpg,dog,0.62392235,182.35611,298.57504,338.7669,380.46747
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_32.jpg,dog,0.893719,137.26923,136.6043,194.84341,207.72232
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_33.jpg,dog,0.6656224,226.923,281.72528,271.53058,418.2501
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_34.jpg,dog,0.79536396,154.7944,283.26025,293.51495,401.65347
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_35.jpg,dog,0.90801513,161.07994,282.43655,115.57199,135.23138
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_36.jpg,dog,0.8533598,229.35535,178.76016,273.31195,302.45312
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_37.jpg,dog,0.5338317,134.51344,308.6674,269.0269,357.88782
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_38.jpg,dog,0.48688468,148.01546,263.5744,267.6003,461.01913
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_39.jpg,dog,0.6257078,249.16147,163.46591,447.30902,316.08063
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_4.jpg,dog,0.66103315,181.93452,286.13055,286.99643,395.11185
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_40.jpg,dog,0.86921614,279.44034,170.39069,358.97482,301.35858
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_41.jpg,dog,0.69281626,147.1139,263.8404,269.65585,291.19055
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_42.jpg,dog,0.72395265,156.87662,179.10776,306.62738,286.18378
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_43.jpg,dog,0.84336996,186.01065,231.43506,266.0158,303.80743
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_44.jpg,dog,0.667715,268.69196,235.31989,257.19455,225.32008
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_45.jpg,dog,0.6331067,185.12311,242.91293,351.4276,452.68457
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_46.jpg,dog,0.9240473,257.87714,208.92975,337.9171,283.1303
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_47.jpg,dog,0.6624024,159.71858,246.86102,281.21353,419.78998
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_49.jpg,dog,0.86862385,259.5858,184.68163,376.49313,237.24277
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_5.jpg,dog,0.82695025,208.69968,281.95908,153.53203,143.20343
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_5.jpg,dog,0.8265606,144.74992,154.6475,193.13377,253.43163
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_50.jpg,dog,0.85630065,242.71622,188.38004,280.9865,266.67316
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_51.jpg,dog,0.69334674,148.54024,237.1684,232.87973,371.63776
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_52.jpg,dog,0.6698236,265.51755,184.19443,450.69547,206.5023
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_53.jpg,dog,0.5885479,226.25845,253.78952,371.70282,483.12805
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_54.jpg,dog,0.79833615,210.21735,166.72789,192.63197,281.4977
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_55.jpg,dog,0.78553915,247.05508,225.33545,170.70607,266.30396
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_56.jpg,dog,0.81349266,254.91495,156.29881,175.71948,188.17123
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_57.jpg,dog,0.6267175,204.97966,174.4019,378.54288,262.01633
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_58.jpg,dog,0.9196138,269.7556,245.35947,124.97415,163.11339
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_59.jpg,dog,0.89892733,112.42909,319.43832,209.47571,352.89276
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_6.jpg,dog,0.8730874,316.0495,183.99005,357.0196,278.95422
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_60.jpg,dog,0.90858555,315.6672,166.61435,182.37897,323.2041
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_61.jpg,dog,0.91536546,355.2567,132.77185,206.73016,261.14117
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_62.jpg,dog,0.9246801,291.85443,173.833,194.19994,311.5308
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_63.jpg,dog,0.90792,192.16768,185.93475,276.57126,228.5553
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_64.jpg,dog,0.7466047,186.17812,200.92798,338.53635,360.35632
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_65.jpg,dog,0.9273589,309.54688,223.72023,168.42508,243.10037
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_66.jpg,dog,0.90594786,355.60266,225.07104,118.59375,177.42958
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_67.jpg,dog,0.8490399,120.53714,205.62595,224.54794,252.805
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_68.jpg,dog,0.8917741,243.30673,217.34862,100.22246,151.92148
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_68.jpg,dog,0.38080552,145.17163,210.62262,102.98505,180.20282
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_69.jpg,dog,0.9145161,145.23444,235.46912,217.8547,309.8177
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_7.jpg,dog,0.67405605,235.37964,208.26672,414.27087,222.07228
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_70.jpg,dog,0.6092439,195.73752,190.11256,375.81384,369.77487
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_71.jpg,dog,0.8042835,166.05379,200.88882,312.37527,246.10986
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_72.jpg,dog,0.7067063,173.99945,332.4001,298.09894,329.95386
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_73.jpg,dog,0.7560361,187.39908,268.02176,347.85333,399.90564
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_74.jpg,dog,0.6626274,244.43161,266.42664,263.83313,304.37955
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_75.jpg,dog,0.8056005,285.8548,181.79941,348.28006,293.62256
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_76.jpg,dog,0.7902837,293.26373,242.04056,347.54916,265.9295
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_77.jpg,dog,0.6945917,254.4548,196.49176,197.32329,337.33838
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_78.jpg,dog,0.72717524,212.91441,238.4873,370.80887,433.17554
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_79.jpg,dog,0.4695862,259.6683,208.8534,403.5323,203.70479
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_8.jpg,dog,0.82569706,149.48071,152.82614,282.88757,298.82794
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_80.jpg,dog,0.9143839,117.92569,272.2399,222.07861,181.91866
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_81.jpg,dog,0.7370854,185.58675,263.37866,345.16592,451.62277
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_82.jpg,dog,0.78484845,236.88905,213.49371,421.24887,360.0387
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_83.jpg,dog,0.9041289,316.7564,158.1933,152.35849,251.05925
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_84.jpg,dog,0.9358328,196.32486,214.28165,285.2859,160.36082
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_85.jpg,dog,0.9377509,210.09521,186.36089,327.18134,277.76273
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_86.jpg,dog,0.9125022,253.3713,218.87802,141.80107,166.91832
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_87.jpg,dog,0.7089721,180.59859,317.41006,290.59494,346.43597
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_88.jpg,dog,0.8973646,186.8046,151.55975,356.531,292.55847
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_89.jpg,dog,0.87385654,159.71332,254.53226,250.18211,337.73212
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_90.jpg,dog,0.8073307,145.10286,180.8695,217.54755,274.91968
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_91.jpg,dog,0.9201236,248.17581,200.09686,235.59999,162.58075
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_92.jpg,dog,0.7764756,153.00046,246.01132,229.50824,356.5144
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_93.jpg,dog,0.8365787,313.4658,136.40085,364.2862,200.76958
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_93.jpg,dog,0.51750374,210.187,134.08286,189.13913,206.68236
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_94.jpg,dog,0.7349964,284.2154,140.13441,344.02377,188.80177
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_96.jpg,dog,0.851671,163.94823,163.96011,251.0034,306.00397
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_96.jpg,dog,0.3645306,350.112,149.1015,221.38432,245.8006
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_97.jpg,dog,0.78776145,182.00002,180.94702,354.0521,292.8742
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_98.jpg,dog,0.6161093,260.2129,233.09586,354.24475,458.56702
f:\suryesh project\vision_pipeline\images\processed\processed_basset_hound_99.jpg,dog,0.85754365,350.2832,334.63904,197.72733,298.86716
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_1.jpg,dog,0.7647365,225.06665,227.87325,319.88153,314.0018
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_10.jpg,dog,0.8106049,270.11633,187.18387,233.64787,274.14746
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_10.jpg,dog,0.4562685,96.56627,184.20139,126.17197,288.82196
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_100.jpg,dog,0.34553057,162.80502,239.94177,290.9947,475.30786
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_101.jpg,dog,0.86655694,252.16844,195.35655,144.6658,261.32895
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_102.jpg,dog,0.74065244,189.03992,251.38449,182.481,295.61603
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_103.jpg,dog,0.70081836,236.70724,196.44232,273.74597,267.09576
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_104.jpg,dog,0.52475905,246.76183,151.01831,473.21164,250.66638
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_105.jpg,dog,0.9061606,326.0135,238.5987,235.47983,257.5736
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_107.jpg,dog,0.56804496,191.86115,221.58315,260.7777,264.85666
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_108.jpg,dog,0.7024662,182.05905,274.33075,288.30835,402.78726
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_109.jpg,dog,0.8775495,169.73628,173.03006,253.69487,302.63525
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_110.jpg,dog,0.73020494,209.23532,259.73398,315.63788,448.1949
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_111.jpg,dog,0.83453286,313.35022,194.12619,257.4905,266.77032
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_112.jpg,dog,0.6246129,170.3963,291.04962,305.61688,369.55994
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_113.jpg,dog,0.3129126,171.43106,266.38458,311.8521,402.2656
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_114.jpg,dog,0.28844753,264.56894,241.84294,303.1852,387.38577
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_115.jpg,dog,0.79801327,269.92386,158.964,336.65512,278.07907
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_116.jpg,dog,0.69727516,236.92262,168.75517,460.53207,230.36986
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_117.jpg,dog,0.8465589,270.8326,189.67548,176.50865,268.81128
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_118.jpg,dog,0.8930023,180.92924,171.469,141.32956,111.10487
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_119.jpg,dog,0.7592775,232.3026,246.31964,150.35135,368.90466
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_12.jpg,dog,0.8423734,180.02931,161.81761,276.2291,314.8116
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_120.jpg,dog,0.73033285,169.8578,289.3085,270.30826,410.32016
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_121.jpg,dog,0.8081538,170.10948,223.35992,211.99942,176.06697
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_121.jpg,dog,0.57143337,382.50137,157.76721,208.53137,292.7522
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_122.jpg,dog,0.9241319,236.38992,177.84569,238.55774,271.61508
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_123.jpg,dog,0.49149367,276.92294,239.85088,129.0,123.943146
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_123.jpg,dog,0.31221387,242.46951,237.3251,58.90245,125.42877
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_124.jpg,dog,0.8365286,356.32224,179.66612,254.63385,299.15164
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_125.jpg,dog,0.7632525,293.92603,201.91087,278.93903,144.00919
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_126.jpg,dog,0.8232969,179.92596,293.03436,281.401,383.62067
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_127.jpg,dog,0.73881567,173.87119,242.56142,286.7525,456.2668
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_128.jpg,dog,0.7915055,316.42352,170.37804,360.2353,321.441
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_129.jpg,dog,0.89870775,174.6355,279.47638,208.19806,299.26218
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_13.jpg,dog,0.75201166,330.71863,214.10898,300.21265,299.65912
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_130.jpg,dog,0.6570947,132.86221,269.42932,137.62097,167.55638
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_131.jpg,dog,0.4475138,257.518,155.14711,269.1978,211.16727
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_133.jpg,dog,0.54918134,218.55266,157.00664,323.05777,206.37338
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_134.jpg,dog,0.8922701,156.50017,207.58194,263.4874,252.83612
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_135.jpg,dog,0.76538646,214.60706,125.843956,192.46985,207.01128
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_136.jpg,dog,0.54466546,277.15002,227.29921,420.30573,278.6205
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_137.jpg,dog,0.70592,265.95508,185.86328,274.40594,313.82764
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_138.jpg,dog,0.79023397,274.26132,102.23922,227.2523,161.79848
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_139.jpg,dog,0.64536715,200.7203,259.52637,239.97272,346.6535
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_14.jpg,dog,0.6835742,166.85927,263.42828,329.32394,440.9241
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_140.jpg,dog,0.41895786,305.54398,194.60321,376.05402,302.75085
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_141.jpg,dog,0.3502475,143.00812,256.6142,153.44536,227.4453
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_143.jpg,dog,0.6887877,238.03137,262.2498,458.17932,443.53867
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_144.jpg,dog,0.84128076,325.31787,191.16176,342.7489,364.48685
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_145.jpg,dog,0.8138495,150.6178,263.02356,175.83936,107.77759
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_145.jpg,dog,0.37655082,258.58905,256.41376,89.933014,79.39096
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_146.jpg,dog,0.7548044,201.53055,135.95856,369.74847,264.1668
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_148.jpg,dog,0.76365525,285.85944,163.10475,411.51782,318.94412
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_149.jpg,dog,0.84387517,337.27695,171.89005,325.4461,322.01892
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_15.jpg,dog,0.90918666,227.5351,143.90602,110.27312,245.17728
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_150.jpg,dog,0.89984566,263.3048,192.1963,301.75732,326.0737
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_151.jpg,dog,0.7655867,204.51605,194.35936,382.6532,359.28128
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_152.jpg,dog,0.92935085,272.85028,185.0144,235.59114,186.16158
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_154.jpg,dog,0.7287859,164.42224,249.40846,140.00189,317.53818
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_155.jpg,dog,0.75524515,226.57144,169.29784,392.4519,248.3948
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_156.jpg,dog,0.8204874,206.40729,163.52289,224.2569,192.69954
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_157.jpg,dog,0.79868466,226.65971,260.4225,442.7557,438.14014
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_158.jpg,dog,0.9069213,354.808,173.91937,290.11426,192.06834
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_16.jpg,dog,0.7184078,185.17896,237.45216,351.45325,454.60367
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_160.jpg,dog,0.88634443,234.9556,211.6754,199.16826,228.01456
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_161.jpg,dog,0.75820714,267.32275,177.10236,203.12523,213.80695
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_162.jpg,dog,0.91073227,253.46838,145.97292,165.22133,266.933
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_163.jpg,dog,0.8470255,276.64877,187.93922,301.4479,304.04984
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_164.jpg,dog,0.82427937,255.39615,174.64896,209.67131,217.50716
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_165.jpg,dog,0.821516,277.84045,135.4222,401.88574,215.97125
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_166.jpg,dog,0.84865624,277.88635,181.20044,266.14145,261.77252
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_167.jpg,dog,0.68540764,279.50623,159.85474,346.8397,159.52632
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_168.jpg,dog,0.8010526,272.66785,187.77708,447.8465,360.49442
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_169.jpg,dog,0.76490533,335.75366,187.50887,312.6829,364.2153
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_17.jpg,dog,0.8852727,175.3013,284.2178,199.89429,205.54787
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_170.jpg,dog,0.72858787,231.02652,169.40761,370.18762,185.49881
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_171.jpg,dog,0.34750718,253.61667,158.2483,201.46649,212.27621
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_172.jpg,dog,0.8173181,316.31244,186.31993,301.0494,360.63394
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_173.jpg,dog,0.3224701,222.36743,212.67853,245.11485,137.04152
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_174.jpg,dog,0.70114696,295.99417,118.73383,396.08575,227.03065
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_175.jpg,dog,0.8988422,308.0097,177.3693,263.07602,198.01134
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_175.jpg,dog,0.27580777,463.53973,24.382687,71.92203,48.448456
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_176.jpg,dog,0.53066725,177.10803,264.41663,315.59143,450.9673
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_177.jpg,dog,0.8815016,262.34677,183.37529,352.16888,350.34067
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_178.jpg,dog,0.5752207,172.48999,186.83736,336.44952,362.25705
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_179.jpg,dog,0.77925336,202.25769,259.8224,257.20605,278.70517
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_179.jpg,dog,0.34873635,310.03952,199.31032,289.78845,385.7183
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_18.jpg,dog,0.2992832,178.73802,253.03073,223.02744,454.18518
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_180.jpg,dog,0.83921665,329.97607,184.74425,321.52267,296.5115
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_181.jpg,dog,0.6454689,246.08107,196.88855,471.34225,221.6331
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_182.jpg,dog,0.91572344,161.23445,154.9194,287.34543,275.2256
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_184.jpg,dog,0.8741869,356.23175,219.3211,278.74954,155.25261
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_185.jpg,dog,0.63439864,166.89508,217.4937,312.53992,288.064
f:\suryesh project\vision_pipeline\images\processed\processed_beagle_186.jpg,dog,0.6824618,246.93094,174.49341,347.0307,302.71057
